week;indicator;inc;inc_low;inc_up;inc100;inc100_low;inc100_up;geo_insee;geo_name
202333;25;19;0;71;5;0;20;94;CORSE
202333;25;1762;576;2948;67;22;112;24;CENTRE-VAL-DE-LOIRE
202333;25;3131;1465;4797;90;42;138;53;BRETAGNE
202333;25;1569;229;2909;55;8;102;27;BOURGOGNE-FRANCHE-COMTE
202333;25;4775;2056;7494;58;25;91;84;AUVERGNE-RHONE-ALPES
202333;25;6007;3150;8864;97;51;143;75;NOUVELLE-AQUITAINE
202333;25;5417;2879;7955;96;51;141;44;GRAND EST
202332;25;3709;0;7714;72;0;149;93;PROVENCE-ALPES-COTE-D-AZUR
202332;25;1210;0;2477;31;0;63;52;PAYS-DE-LA-LOIRE
202332;25;773;38;1508;23;1;45;28;NORMANDIE
202332;25;2766;787;4745;45;12;78;32;HAUTS-DE-FRANCE
202332;25;4048;1604;6492;66;26;106;76;OCCITANIE
202332;25;8603;4507;12699;69;36;102;11;ILE-DE-FRANCE
202332;25;138;0;286;40;0;82;94;CORSE
202332;25;2020;0;4769;77;0;181;24;CENTRE-VAL-DE-LOIRE
202332;25;1688;557;2819;49;16;82;53;BRETAGNE
202332;25;946;0;1999;33;0;70;27;BOURGOGNE-FRANCHE-COMTE
202332;25;2845;1143;4547;34;13;55;84;AUVERGNE-RHONE-ALPES
202332;25;4710;2353;7067;76;38;114;75;NOUVELLE-AQUITAINE
202332;25;10113;6150;14076;178;108;248;44;GRAND EST
202331;25;5779;571;10987;112;11;213;93;PROVENCE-ALPES-COTE-D-AZUR
202331;25;638;0;1470;16;0;37;52;PAYS-DE-LA-LOIRE
202331;25;543;0;1587;16;0;47;28;NORMANDIE
202331;25;1398;0;2878;23;0;47;32;HAUTS-DE-FRANCE
202331;25;3520;1507;5533;58;25;91;76;OCCITANIE
202331;25;8115;4764;11466;66;39;93;11;ILE-DE-FRANCE
202331;25;100;0;210;29;0;60;94;CORSE
202331;25;1430;217;2643;54;8;100;24;CENTRE-VAL-DE-LOIRE
202331;25;1599;636;2562;46;18;74;53;BRETAGNE
202331;25;498;0;1229;17;0;42;27;BOURGOGNE-FRANCHE-COMTE
202331;25;3431;1297;5565;42;16;68;84;AUVERGNE-RHONE-ALPES
202331;25;4836;2183;7489;78;35;121;75;NOUVELLE-AQUITAINE
202331;25;7890;4648;11132;139;82;196;44;GRAND EST
202330;25;4779;2264;7294;92;43;141;93;PROVENCE-ALPES-COTE-D-AZUR
202330;25;271;0;833;7;0;21;52;PAYS-DE-LA-LOIRE
202330;25;473;0;1125;14;0;33;28;NORMANDIE
202330;25;1871;292;3450;31;5;57;32;HAUTS-DE-FRANCE
202330;25;4216;2055;6377;69;34;104;76;OCCITANIE
202330;25;7394;4166;10622;60;34;86;11;ILE-DE-FRANCE
202330;25;261;50;472;75;14;136;94;CORSE
202330;25;935;79;1791;36;3;69;24;CENTRE-VAL-DE-LOIRE
202330;25;2539;943;4135;73;27;119;53;BRETAGNE
202330;25;502;0;1258;17;0;43;27;BOURGOGNE-FRANCHE-COMTE
202330;25;1733;398;3068;21;5;37;84;AUVERGNE-RHONE-ALPES
202330;25;6222;2574;9870;101;42;160;75;NOUVELLE-AQUITAINE
202330;25;4798;2491;7105;85;44;126;44;GRAND EST
202329;25;2710;513;4907;52;10;94;93;PROVENCE-ALPES-COTE-D-AZUR
202329;25;990;0;2139;25;0;54;52;PAYS-DE-LA-LOIRE
202329;25;198;0;707;6;0;21;28;NORMANDIE
202329;25;1317;0;2652;22;0;44;32;HAUTS-DE-FRANCE
202329;25;4502;2372;6632;74;39;109;76;OCCITANIE
202329;25;5547;3225;7869;45;26;64;11;ILE-DE-FRANCE
202329;25;438;74;802;126;22;230;94;CORSE
202329;25;618;0;1294;23;0;49;24;CENTRE-VAL-DE-LOIRE
202329;25;3982;2213;5751;115;64;166;53;BRETAGNE
202329;25;520;0;1340;18;0;47;27;BOURGOGNE-FRANCHE-COMTE
202329;25;3575;1632;5518;43;19;67;84;AUVERGNE-RHONE-ALPES
202329;25;3182;1116;5248;52;19;85;75;NOUVELLE-AQUITAINE
202329;25;3368;1031;5705;59;18;100;44;GRAND EST
202328;25;2474;239;4709;48;5;91;93;PROVENCE-ALPES-COTE-D-AZUR
202328;25;1990;467;3513;51;12;90;52;PAYS-DE-LA-LOIRE
202328;25;466;0;1198;14;0;36;28;NORMANDIE
202328;25;902;0;2081;15;0;34;32;HAUTS-DE-FRANCE
202328;25;1743;602;2884;29;10;48;76;OCCITANIE
202328;25;6406;3681;9131;52;30;74;11;ILE-DE-FRANCE
202328;25;298;6;590;85;1;169;94;CORSE
202328;25;632;44;1220;24;2;46;24;CENTRE-VAL-DE-LOIRE
202328;25;2802;1214;4390;81;35;127;53;BRETAGNE
202328;25;807;56;1558;28;2;54;27;BOURGOGNE-FRANCHE-COMTE
202328;25;3478;1306;5650;42;16;68;84;AUVERGNE-RHONE-ALPES
202328;25;1719;132;3306;28;2;54;75;NOUVELLE-AQUITAINE
202328;25;3748;1465;6031;66;26;106;44;GRAND EST
202327;25;4178;1380;6976;81;27;135;93;PROVENCE-ALPES-COTE-D-AZUR
202327;25;1665;42;3288;42;1;83;52;PAYS-DE-LA-LOIRE
202327;25;611;0;1501;18;0;44;28;NORMANDIE
202327;25;2225;626;3824;37;11;63;32;HAUTS-DE-FRANCE
202327;25;2653;1185;4121;44;20;68;76;OCCITANIE
202327;25;4334;1887;6781;35;15;55;11;ILE-DE-FRANCE
202327;25;220;5;435;63;1;125;94;CORSE
202327;25;205;0;548;8;0;21;24;CENTRE-VAL-DE-LOIRE
202327;25;1872;530;3214;54;15;93;53;BRETAGNE
202327;25;894;110;1678;31;4;58;27;BOURGOGNE-FRANCHE-COMTE
202327;25;1547;413;2681;19;5;33;84;AUVERGNE-RHONE-ALPES
202327;25;4981;2638;7324;81;43;119;75;NOUVELLE-AQUITAINE
202327;25;5941;3022;8860;105;53;157;44;GRAND EST
202326;25;3756;1621;5891;73;32;114;93;PROVENCE-ALPES-COTE-D-AZUR
202326;25;437;0;1042;11;0;26;52;PAYS-DE-LA-LOIRE
202326;25;198;0;707;6;0;21;28;NORMANDIE
202326;25;1788;497;3079;29;8;50;32;HAUTS-DE-FRANCE
202326;25;4299;2044;6554;71;34;108;76;OCCITANIE
202326;25;5480;2798;8162;44;22;66;11;ILE-DE-FRANCE
202326;25;91;0;217;26;0;62;94;CORSE
202326;25;482;0;1100;18;0;41;24;CENTRE-VAL-DE-LOIRE
202326;25;848;0;1961;24;0;56;53;BRETAGNE
202326;25;1306;376;2236;45;13;77;27;BOURGOGNE-FRANCHE-COMTE
202326;25;2537;910;4164;31;11;51;84;AUVERGNE-RHONE-ALPES
202326;25;4159;1640;6678;67;26;108;75;NOUVELLE-AQUITAINE
202326;25;3896;1696;6096;69;30;108;44;GRAND EST
202325;25;3860;1162;6558;75;23;127;93;PROVENCE-ALPES-COTE-D-AZUR
202325;25;1349;111;2587;34;2;66;52;PAYS-DE-LA-LOIRE
202325;25;234;0;920;7;0;27;28;NORMANDIE
202325;25;955;80;1830;16;2;30;32;HAUTS-DE-FRANCE
202325;25;5750;3047;8453;94;50;138;76;OCCITANIE
202325;25;7067;4473;9661;57;36;78;11;ILE-DE-FRANCE
202325;25;95;0;201;27;0;57;94;CORSE
202325;25;738;0;1669;28;0;63;24;CENTRE-VAL-DE-LOIRE
202325;25;554;0;1233;16;0;36;53;BRETAGNE
202325;25;2110;900;3320;73;31;115;27;BOURGOGNE-FRANCHE-COMTE
202325;25;1542;414;2670;19;5;33;84;AUVERGNE-RHONE-ALPES
202325;25;4998;1795;8201;81;29;133;75;NOUVELLE-AQUITAINE
202325;25;2163;900;3426;38;16;60;44;GRAND EST
202324;25;4151;1239;7063;80;24;136;93;PROVENCE-ALPES-COTE-D-AZUR
202324;25;3058;0;6176;78;0;157;52;PAYS-DE-LA-LOIRE
202324;25;87;0;296;3;0;9;28;NORMANDIE
202324;25;790;0;1742;13;0;29;32;HAUTS-DE-FRANCE
202324;25;3385;1619;5151;56;27;85;76;OCCITANIE
202324;25;4693;2762;6624;38;22;54;11;ILE-DE-FRANCE
202324;25;166;5;327;48;2;94;94;CORSE
202324;25;646;0;1489;25;0;57;24;CENTRE-VAL-DE-LOIRE
202324;25;1408;222;2594;41;7;75;53;BRETAGNE
202324;25;2760;1186;4334;96;41;151;27;BOURGOGNE-FRANCHE-COMTE
202324;25;2204;989;3419;27;12;42;84;AUVERGNE-RHONE-ALPES
202324;25;6352;2759;9945;103;45;161;75;NOUVELLE-AQUITAINE
202324;25;3259;1650;4868;57;29;85;44;GRAND EST
202323;25;5905;2350;9460;114;45;183;93;PROVENCE-ALPES-COTE-D-AZUR
202323;25;2020;693;3347;51;17;85;52;PAYS-DE-LA-LOIRE
202323;25;28;0;221;1;0;7;28;NORMANDIE
202323;25;3572;1729;5415;59;29;89;32;HAUTS-DE-FRANCE
202323;25;5597;3451;7743;92;57;127;76;OCCITANIE
202323;25;5180;3057;7303;42;25;59;11;ILE-DE-FRANCE
202323;25;452;0;921;130;0;265;94;CORSE
202323;25;328;0;723;12;0;27;24;CENTRE-VAL-DE-LOIRE
202323;25;1740;339;3141;50;10;90;53;BRETAGNE
202323;25;1463;306;2620;51;11;91;27;BOURGOGNE-FRANCHE-COMTE
202323;25;4131;2413;5849;50;29;71;84;AUVERGNE-RHONE-ALPES
202323;25;3159;1560;4758;51;25;77;75;NOUVELLE-AQUITAINE
202323;25;7898;5176;10620;139;91;187;44;GRAND EST
202322;25;6538;3600;9476;126;69;183;93;PROVENCE-ALPES-COTE-D-AZUR
202322;25;3111;1480;4742;79;37;121;52;PAYS-DE-LA-LOIRE
202322;25;198;0;707;6;0;21;28;NORMANDIE
202322;25;1628;258;2998;27;5;49;32;HAUTS-DE-FRANCE
202322;25;8059;5544;10574;132;91;173;76;OCCITANIE
202322;25;7954;5399;10509;64;43;85;11;ILE-DE-FRANCE
202322;25;489;57;921;140;16;264;94;CORSE
202322;25;1911;69;3753;73;3;143;24;CENTRE-VAL-DE-LOIRE
202322;25;3318;1580;5056;96;46;146;53;BRETAGNE
202322;25;1371;329;2413;48;12;84;27;BOURGOGNE-FRANCHE-COMTE
202322;25;2122;1023;3221;26;13;39;84;AUVERGNE-RHONE-ALPES
202322;25;5338;1696;8980;86;27;145;75;NOUVELLE-AQUITAINE
202322;25;3610;1878;5342;64;33;95;44;GRAND EST
202321;25;11662;6349;16975;225;122;328;93;PROVENCE-ALPES-COTE-D-AZUR
202321;25;2153;308;3998;55;8;102;52;PAYS-DE-LA-LOIRE
202321;25;263;0;961;8;0;29;28;NORMANDIE
202321;25;2488;824;4152;41;14;68;32;HAUTS-DE-FRANCE
202321;25;3192;1595;4789;52;26;78;76;OCCITANIE
202321;25;5790;3615;7965;47;29;65;11;ILE-DE-FRANCE
202321;25;254;39;469;73;11;135;94;CORSE
202321;25;1390;212;2568;53;8;98;24;CENTRE-VAL-DE-LOIRE
202321;25;2411;886;3936;70;26;114;53;BRETAGNE
202321;25;2237;991;3483;78;35;121;27;BOURGOGNE-FRANCHE-COMTE
202321;25;2961;1620;4302;36;20;52;84;AUVERGNE-RHONE-ALPES
202321;25;3964;1810;6118;64;29;99;75;NOUVELLE-AQUITAINE
202321;25;8181;5244;11118;144;92;196;44;GRAND EST
202320;25;10012;4690;15334;194;91;297;93;PROVENCE-ALPES-COTE-D-AZUR
202320;25;567;0;1227;14;0;31;52;PAYS-DE-LA-LOIRE
202320;25;1230;0;3356;36;0;99;28;NORMANDIE
202320;25;3380;1469;5291;56;25;87;32;HAUTS-DE-FRANCE
202320;25;4815;2680;6950;79;44;114;76;OCCITANIE
202320;25;4734;2741;6727;38;22;54;11;ILE-DE-FRANCE
202320;25;163;21;305;47;6;88;94;CORSE
202320;25;1302;284;2320;49;10;88;24;CENTRE-VAL-DE-LOIRE
202320;25;760;161;1359;22;5;39;53;BRETAGNE
202320;25;1608;501;2715;56;17;95;27;BOURGOGNE-FRANCHE-COMTE
202320;25;4833;2655;7011;59;33;85;84;AUVERGNE-RHONE-ALPES
202320;25;3872;1989;5755;63;32;94;75;NOUVELLE-AQUITAINE
202320;25;6403;3882;8924;113;69;157;44;GRAND EST
202319;25;4504;1235;7773;87;24;150;93;PROVENCE-ALPES-COTE-D-AZUR
202319;25;1886;648;3124;48;16;80;52;PAYS-DE-LA-LOIRE
202319;25;4575;748;8402;135;22;248;28;NORMANDIE
202319;25;5555;2955;8155;91;48;134;32;HAUTS-DE-FRANCE
202319;25;4712;2311;7113;77;38;116;76;OCCITANIE
202319;25;7021;4734;9308;57;39;75;11;ILE-DE-FRANCE
202319;25;406;0;833;116;0;239;94;CORSE
202319;25;1403;467;2339;53;17;89;24;CENTRE-VAL-DE-LOIRE
202319;25;2837;1107;4567;82;32;132;53;BRETAGNE
202319;25;1941;696;3186;68;25;111;27;BOURGOGNE-FRANCHE-COMTE
202319;25;3297;1468;5126;40;18;62;84;AUVERGNE-RHONE-ALPES
202319;25;3865;1902;5828;63;31;95;75;NOUVELLE-AQUITAINE
202319;25;5630;3384;7876;99;59;139;44;GRAND EST
202318;25;4595;1234;7956;89;24;154;93;PROVENCE-ALPES-COTE-D-AZUR
202318;25;1457;360;2554;37;9;65;52;PAYS-DE-LA-LOIRE
202318;25;1196;29;2363;35;1;69;28;NORMANDIE
202318;25;6431;3541;9321;106;59;153;32;HAUTS-DE-FRANCE
202318;25;8032;3781;12283;132;62;202;76;OCCITANIE
202318;25;8578;5803;11353;69;47;91;11;ILE-DE-FRANCE
202318;25;535;0;1083;153;0;310;94;CORSE
202318;25;655;95;1215;25;4;46;24;CENTRE-VAL-DE-LOIRE
202318;25;2345;994;3696;68;29;107;53;BRETAGNE
202318;25;1472;331;2613;51;11;91;27;BOURGOGNE-FRANCHE-COMTE
202318;25;4914;2752;7076;60;34;86;84;AUVERGNE-RHONE-ALPES
202318;25;5483;3241;7725;89;53;125;75;NOUVELLE-AQUITAINE
202318;25;5702;3354;8050;101;60;142;44;GRAND EST
202317;25;4675;1885;7465;90;36;144;93;PROVENCE-ALPES-COTE-D-AZUR
202317;25;2605;1088;4122;66;27;105;52;PAYS-DE-LA-LOIRE
202317;25;1232;163;2301;36;5;67;28;NORMANDIE
202317;25;3901;1747;6055;64;29;99;32;HAUTS-DE-FRANCE
202317;25;6711;4115;9307;110;67;153;76;OCCITANIE
202317;25;7762;5085;10439;63;41;85;11;ILE-DE-FRANCE
202317;25;608;0;2055;174;0;589;94;CORSE
202317;25;920;219;1621;35;8;62;24;CENTRE-VAL-DE-LOIRE
202317;25;5883;3565;8201;170;103;237;53;BRETAGNE
202317;25;2549;1099;3999;89;39;139;27;BOURGOGNE-FRANCHE-COMTE
202317;25;8078;5550;10606;98;67;129;84;AUVERGNE-RHONE-ALPES
202317;25;6647;4146;9148;108;67;149;75;NOUVELLE-AQUITAINE
202317;25;8063;4954;11172;142;87;197;44;GRAND EST
202316;25;6473;2565;10381;125;49;201;93;PROVENCE-ALPES-COTE-D-AZUR
202316;25;1518;355;2681;39;9;69;52;PAYS-DE-LA-LOIRE
202316;25;1753;635;2871;52;19;85;28;NORMANDIE
202316;25;5159;2025;8293;85;34;136;32;HAUTS-DE-FRANCE
202316;25;7113;4834;9392;117;80;154;76;OCCITANIE
202316;25;15505;10047;20963;125;81;169;11;ILE-DE-FRANCE
202316;25;551;0;1143;158;0;328;94;CORSE
202316;25;746;155;1337;28;6;50;24;CENTRE-VAL-DE-LOIRE
202316;25;4075;1855;6295;118;54;182;53;BRETAGNE
202316;25;940;0;2123;33;0;74;27;BOURGOGNE-FRANCHE-COMTE
202316;25;8248;5597;10899;100;68;132;84;AUVERGNE-RHONE-ALPES
202316;25;4631;2590;6672;75;42;108;75;NOUVELLE-AQUITAINE
202316;25;6269;4024;8514;111;71;151;44;GRAND EST
202315;25;13913;7996;19830;269;155;383;93;PROVENCE-ALPES-COTE-D-AZUR
202315;25;1226;255;2197;31;6;56;52;PAYS-DE-LA-LOIRE
202315;25;1940;592;3288;57;17;97;28;NORMANDIE
202315;25;6714;3855;9573;110;63;157;32;HAUTS-DE-FRANCE
202315;25;7989;5682;10296;131;93;169;76;OCCITANIE
202315;25;13459;9572;17346;109;78;140;11;ILE-DE-FRANCE
202315;25;557;188;926;160;54;266;94;CORSE
202315;25;1242;507;1977;47;19;75;24;CENTRE-VAL-DE-LOIRE
202315;25;6092;3507;8677;176;101;251;53;BRETAGNE
202315;25;4940;2595;7285;172;90;254;27;BOURGOGNE-FRANCHE-COMTE
202315;25;6553;4400;8706;79;53;105;84;AUVERGNE-RHONE-ALPES
202315;25;5131;2560;7702;83;41;125;75;NOUVELLE-AQUITAINE
202315;25;9042;6221;11863;160;110;210;44;GRAND EST
202314;25;12816;6934;18698;248;134;362;93;PROVENCE-ALPES-COTE-D-AZUR
202314;25;3103;1266;4940;79;32;126;52;PAYS-DE-LA-LOIRE
202314;25;983;0;2095;29;0;62;28;NORMANDIE
202314;25;6317;3238;9396;104;53;155;32;HAUTS-DE-FRANCE
202314;25;9586;6837;12335;157;112;202;76;OCCITANIE
202314;25;14999;11350;18648;121;92;150;11;ILE-DE-FRANCE
202314;25;394;101;687;113;29;197;94;CORSE
202314;25;2227;0;5612;85;0;214;24;CENTRE-VAL-DE-LOIRE
202314;25;4746;2553;6939;137;74;200;53;BRETAGNE
202314;25;4382;2632;6132;152;91;213;27;BOURGOGNE-FRANCHE-COMTE
202314;25;11111;8317;13905;135;101;169;84;AUVERGNE-RHONE-ALPES
202314;25;7959;4989;10929;129;81;177;75;NOUVELLE-AQUITAINE
202314;25;15195;11254;19136;268;198;338;44;GRAND EST
202313;25;10884;6046;15722;210;116;304;93;PROVENCE-ALPES-COTE-D-AZUR
202313;25;5310;2712;7908;135;69;201;52;PAYS-DE-LA-LOIRE
202313;25;3338;1124;5552;98;33;163;28;NORMANDIE
202313;25;11461;7661;15261;188;126;250;32;HAUTS-DE-FRANCE
202313;25;8618;5444;11792;141;89;193;76;OCCITANIE
202313;25;18790;15032;22548;152;122;182;11;ILE-DE-FRANCE
202313;25;299;63;535;86;18;154;94;CORSE
202313;25;4318;2583;6053;164;98;230;24;CENTRE-VAL-DE-LOIRE
202313;25;4827;3039;6615;139;87;191;53;BRETAGNE
202313;25;4509;2746;6272;157;96;218;27;BOURGOGNE-FRANCHE-COMTE
202313;25;15202;11757;18647;184;142;226;84;AUVERGNE-RHONE-ALPES
202313;25;12228;8554;15902;198;138;258;75;NOUVELLE-AQUITAINE
202313;25;15050;10846;19254;266;192;340;44;GRAND EST
202312;25;9739;5471;14007;188;106;270;93;PROVENCE-ALPES-COTE-D-AZUR
202312;25;2902;1488;4316;74;38;110;52;PAYS-DE-LA-LOIRE
202312;25;9175;4731;13619;270;139;401;28;NORMANDIE
202312;25;13246;9793;16699;218;161;275;32;HAUTS-DE-FRANCE
202312;25;8600;5742;11458;141;94;188;76;OCCITANIE
202312;25;15227;11861;18593;123;96;150;11;ILE-DE-FRANCE
202312;25;295;48;542;85;14;156;94;CORSE
202312;25;4150;2757;5543;158;105;211;24;CENTRE-VAL-DE-LOIRE
202312;25;6465;4517;8413;187;131;243;53;BRETAGNE
202312;25;5760;3740;7780;200;130;270;27;BOURGOGNE-FRANCHE-COMTE
202312;25;14188;10298;18078;172;125;219;84;AUVERGNE-RHONE-ALPES
202312;25;14566;10849;18283;236;176;296;75;NOUVELLE-AQUITAINE
202312;25;16931;12527;21335;299;221;377;44;GRAND EST
202311;25;8783;5183;12383;170;100;240;93;PROVENCE-ALPES-COTE-D-AZUR
202311;25;1110;245;1975;28;6;50;52;PAYS-DE-LA-LOIRE
202311;25;3810;1395;6225;112;41;183;28;NORMANDIE
202311;25;9646;6976;12316;158;114;202;32;HAUTS-DE-FRANCE
202311;25;7770;5149;10391;127;84;170;76;OCCITANIE
202311;25;17629;13955;21303;142;112;172;11;ILE-DE-FRANCE
202311;25;338;94;582;97;27;167;94;CORSE
202311;25;3061;1857;4265;116;70;162;24;CENTRE-VAL-DE-LOIRE
202311;25;6376;4427;8325;184;128;240;53;BRETAGNE
202311;25;7461;4994;9928;260;174;346;27;BOURGOGNE-FRANCHE-COMTE
202311;25;19158;15446;22870;232;187;277;84;AUVERGNE-RHONE-ALPES
202311;25;12877;9214;16540;209;150;268;75;NOUVELLE-AQUITAINE
202311;25;18773;13041;24505;331;230;432;44;GRAND EST
202310;25;15058;10610;19506;291;205;377;93;PROVENCE-ALPES-COTE-D-AZUR
202310;25;3243;1526;4960;83;39;127;52;PAYS-DE-LA-LOIRE
202310;25;2685;1106;4264;79;32;126;28;NORMANDIE
202310;25;8548;5879;11217;140;96;184;32;HAUTS-DE-FRANCE
202310;25;8915;6000;11830;146;98;194;76;OCCITANIE
202310;25;16761;13200;20322;135;106;164;11;ILE-DE-FRANCE
202310;25;400;81;719;115;24;206;94;CORSE
202310;25;2685;1114;4256;102;42;162;24;CENTRE-VAL-DE-LOIRE
202310;25;5475;3698;7252;158;107;209;53;BRETAGNE
202310;25;6902;4359;9445;240;152;328;27;BOURGOGNE-FRANCHE-COMTE
202310;25;17158;13053;21263;208;158;258;84;AUVERGNE-RHONE-ALPES
202310;25;16956;12765;21147;275;207;343;75;NOUVELLE-AQUITAINE
202310;25;16763;12470;21056;296;220;372;44;GRAND EST
202309;25;14057;9114;19000;272;176;368;93;PROVENCE-ALPES-COTE-D-AZUR
202309;25;3424;1822;5026;87;46;128;52;PAYS-DE-LA-LOIRE
202309;25;1929;654;3204;57;19;95;28;NORMANDIE
202309;25;7990;5368;10612;131;88;174;32;HAUTS-DE-FRANCE
202309;25;8852;5619;12085;145;92;198;76;OCCITANIE
202309;25;14426;10812;18040;116;87;145;11;ILE-DE-FRANCE
202309;25;303;0;609;87;0;175;94;CORSE
202309;25;2802;1392;4212;106;52;160;24;CENTRE-VAL-DE-LOIRE
202309;25;3419;1890;4948;99;55;143;53;BRETAGNE
202309;25;7093;4588;9598;247;160;334;27;BOURGOGNE-FRANCHE-COMTE
202309;25;15581;12117;19045;189;147;231;84;AUVERGNE-RHONE-ALPES
202309;25;11819;7707;15931;192;125;259;75;NOUVELLE-AQUITAINE
202309;25;11424;8367;14481;202;148;256;44;GRAND EST
202308;25;15563;9470;21656;301;183;419;93;PROVENCE-ALPES-COTE-D-AZUR
202308;25;2929;1448;4410;75;37;113;52;PAYS-DE-LA-LOIRE
202308;25;4049;1807;6291;119;53;185;28;NORMANDIE
202308;25;3475;1587;5363;57;26;88;32;HAUTS-DE-FRANCE
202308;25;24077;18570;29584;395;305;485;76;OCCITANIE
202308;25;16748;12559;20937;135;101;169;11;ILE-DE-FRANCE
202308;25;722;299;1145;207;86;328;94;CORSE
202308;25;4514;2423;6605;171;92;250;24;CENTRE-VAL-DE-LOIRE
202308;25;5849;2497;9201;169;72;266;53;BRETAGNE
202308;25;4417;2682;6152;154;94;214;27;BOURGOGNE-FRANCHE-COMTE
202308;25;15590;12186;18994;189;148;230;84;AUVERGNE-RHONE-ALPES
202308;25;14646;10678;18614;237;173;301;75;NOUVELLE-AQUITAINE
202308;25;7948;5534;10362;140;97;183;44;GRAND EST
202307;25;21043;14947;27139;407;289;525;93;PROVENCE-ALPES-COTE-D-AZUR
202307;25;6953;4365;9541;177;111;243;52;PAYS-DE-LA-LOIRE
202307;25;2633;882;4384;78;26;130;28;NORMANDIE
202307;25;8425;5619;11231;138;92;184;32;HAUTS-DE-FRANCE
202307;25;22896;17992;27800;375;295;455;76;OCCITANIE
202307;25;14901;11333;18469;120;91;149;11;ILE-DE-FRANCE
202307;25;1535;1073;1997;440;307;573;94;CORSE
202307;25;2353;1494;3212;89;56;122;24;CENTRE-VAL-DE-LOIRE
202307;25;5040;2673;7407;146;78;214;53;BRETAGNE
202307;25;2890;1388;4392;101;49;153;27;BOURGOGNE-FRANCHE-COMTE
202307;25;15957;12196;19718;193;147;239;84;AUVERGNE-RHONE-ALPES
202307;25;15295;11393;19197;248;185;311;75;NOUVELLE-AQUITAINE
202307;25;12743;9451;16035;225;167;283;44;GRAND EST
202306;25;31755;23637;39873;614;457;771;93;PROVENCE-ALPES-COTE-D-AZUR
202306;25;5732;3646;7818;146;93;199;52;PAYS-DE-LA-LOIRE
202306;25;3224;1335;5113;95;39;151;28;NORMANDIE
202306;25;8847;5996;11698;145;98;192;32;HAUTS-DE-FRANCE
202306;25;17795;13798;21792;292;226;358;76;OCCITANIE
202306;25;21325;16926;25724;172;136;208;11;ILE-DE-FRANCE
202306;25;817;518;1116;234;148;320;94;CORSE
202306;25;3249;2189;4309;123;83;163;24;CENTRE-VAL-DE-LOIRE
202306;25;4697;2964;6430;136;86;186;53;BRETAGNE
202306;25;4795;1959;7631;167;68;266;27;BOURGOGNE-FRANCHE-COMTE
202306;25;20319;15962;24676;246;193;299;84;AUVERGNE-RHONE-ALPES
202306;25;9707;6394;13020;157;103;211;75;NOUVELLE-AQUITAINE
202306;25;19503;15161;23845;344;267;421;44;GRAND EST
202305;25;32881;24102;41660;636;466;806;93;PROVENCE-ALPES-COTE-D-AZUR
202305;25;4899;2603;7195;125;66;184;52;PAYS-DE-LA-LOIRE
202305;25;4284;1244;7324;126;37;215;28;NORMANDIE
202305;25;7456;4586;10326;122;75;169;32;HAUTS-DE-FRANCE
202305;25;14678;11247;18109;241;185;297;76;OCCITANIE
202305;25;19378;15460;23296;156;124;188;11;ILE-DE-FRANCE
202305;25;1077;706;1448;309;203;415;94;CORSE
202305;25;3660;2582;4738;139;98;180;24;CENTRE-VAL-DE-LOIRE
202305;25;4054;2400;5708;117;69;165;53;BRETAGNE
202305;25;6278;4055;8501;218;141;295;27;BOURGOGNE-FRANCHE-COMTE
202305;25;18389;14713;22065;223;178;268;84;AUVERGNE-RHONE-ALPES
202305;25;14291;10794;17788;232;175;289;75;NOUVELLE-AQUITAINE
202305;25;15378;11619;19137;271;205;337;44;GRAND EST
202304;25;25273;18339;32207;488;354;622;93;PROVENCE-ALPES-COTE-D-AZUR
202304;25;4787;2583;6991;122;66;178;52;PAYS-DE-LA-LOIRE
202304;25;993;28;1958;29;1;57;28;NORMANDIE
202304;25;8135;5385;10885;134;89;179;32;HAUTS-DE-FRANCE
202304;25;10350;7566;13134;170;124;216;76;OCCITANIE
202304;25;15681;12025;19337;127;97;157;11;ILE-DE-FRANCE
202304;25;870;552;1188;249;158;340;94;CORSE
202304;25;3063;1993;4133;116;75;157;24;CENTRE-VAL-DE-LOIRE
202304;25;4802;2865;6739;139;83;195;53;BRETAGNE
202304;25;6024;3994;8054;210;139;281;27;BOURGOGNE-FRANCHE-COMTE
202304;25;15671;12498;18844;190;152;228;84;AUVERGNE-RHONE-ALPES
202304;25;10341;6918;13764;168;113;223;75;NOUVELLE-AQUITAINE
202304;25;8589;6160;11018;152;109;195;44;GRAND EST
202303;25;24370;19076;29664;471;369;573;93;PROVENCE-ALPES-COTE-D-AZUR
202303;25;5069;2850;7288;129;72;186;52;PAYS-DE-LA-LOIRE
202303;25;6051;2588;9514;178;76;280;28;NORMANDIE
202303;25;7263;4603;9923;119;75;163;32;HAUTS-DE-FRANCE
202303;25;12932;9154;16710;212;150;274;76;OCCITANIE
202303;25;14154;10704;17604;114;86;142;11;ILE-DE-FRANCE
202303;25;1085;745;1425;311;214;408;94;CORSE
202303;25;2488;1396;3580;95;54;136;24;CENTRE-VAL-DE-LOIRE
202303;25;4630;2934;6326;134;85;183;53;BRETAGNE
202303;25;4358;2653;6063;152;93;211;27;BOURGOGNE-FRANCHE-COMTE
202303;25;10625;8094;13156;129;98;160;84;AUVERGNE-RHONE-ALPES
202303;25;13215;9125;17305;214;148;280;75;NOUVELLE-AQUITAINE
202303;25;9371;6696;12046;165;118;212;44;GRAND EST
