geo_insee;geo_name;year;rrmse;alpha;mu;sigma;d_alpha;d_mu;d_sigma
0;FRANCE;1990-1991;0.5117262887938716;161.4339551315327;54.80355451265285;45.161656966151284;16.687868133068015;6.136986807308386;6.634950728559632
0;FRANCE;1991-1992;0.4056293782462992;126.05353725391699;152.44775325076446;99.99999999999999;9.20803200224026;8.682480192383471;9.86362622739076
0;FRANCE;1992-1993;0.5506513045583;164.3891087049184;127.07807930418383;99.9999999999866;15.316450753908905;12.276897145773898;13.899036415069776
0;FRANCE;1993-1994;0.45583273511279593;158.80494267826495;138.78163150419425;99.99999999999989;12.782173696504538;9.860681425513562;11.312612659120633
0;FRANCE;1994-1995;0.4405825909758869;199.36698660454624;140.25098462774633;82.03874735639789;14.588623798820498;7.017256729545146;7.538072887024285
0;FRANCE;1995-1996;0.4002016236200994;174.54571650403045;157.3163605060051;98.69779419520978;11.9430918118201;7.939624379377503;9.025287944680061
0;FRANCE;1996-1997;0.5034306252233192;200.06171226076165;144.900791959933;84.7602058212893;16.913667783504934;8.121500513569831;8.804684539620892
0;FRANCE;1997-1998;0.46296231666700044;183.3165365678251;149.0900984201986;99.99999998757032;14.59596439476063;9.510472788422373;10.901512087947252
0;FRANCE;1998-1999;0.36613190814374674;224.29451643066002;132.97307195811672;99.99999999999997;13.71300494587746;7.86778711787471;8.929087022440283
0;FRANCE;1999-2000;0.5000113555896458;251.70298170652202;133.36558821094556;85.7426388356697;21.052500476036034;8.527328777210721;9.354760343794027
0;FRANCE;2000-2001;0.5896896881199206;586.4258826092084;127.67176482551189;28.14609842585054;51.006082778711935;2.8268086476981593;2.8268086672846944
0;FRANCE;2001-2002;0.37095429580362005;204.92477261327295;139.05976036455144;99.99999999999999;13.460681398679707;7.797615508729822;9.035391131317448
0;FRANCE;2002-2003;0.4406559710637768;341.3834882420936;138.39062674926305;61.26201064227003;23.11517201624091;4.7853208993413725;4.858397883120687
0;FRANCE;2003-2004;0.34923992529240444;253.4127979829834;158.6274804713363;99.99999999999758;15.245886650845662;7.0757419308321365;8.09670106864219
0;FRANCE;2004-2005;0.3658660977628464;274.706482277077;128.03379972242237;91.07429077239263;16.325353831414024;6.8550778414948565;7.58531831832768
0;FRANCE;2005-2006;0.42731800610974774;328.42580092699956;143.0913599731576;62.36802826318026;21.671541934421597;4.747534823652357;4.812297929829275
0;FRANCE;2006-2007;0.47809121414366434;259.249633538857;133.41544093475633;85.94187510420761;20.552379411035812;8.104673784973883;8.896086183818968
0;FRANCE;2007-2008;0.3443174326577909;341.75543312315097;129.02305858234237;77.78861823888042;19.078561080831737;4.8972340309354605;5.351256403339857
0;FRANCE;2008-2009;0.3063289559851956;340.1912221986942;141.97188778443768;82.76425294874058;16.906234780961086;4.804922791919285;5.162856909101972
0;FRANCE;2009-2010;0.4271251043209201;361.61883109248305;147.38849849864476;68.50756016427218;23.637562372559174;5.314901273818701;5.417032939356667
0;FRANCE;2010-2011;0.4171191345475575;226.72782094695532;140.78494995921255;97.70219892885046;15.990404899178067;8.335915482402884;9.477347581375504
0;FRANCE;2011-2012;0.3025402707392868;200.46143588196156;145.8054150133891;99.99999999999976;10.416908637255332;6.250699163717122;7.16823895918543
0;FRANCE;2012-2013;0.30753909215732733;235.2480813820115;138.72824973249598;99.99999999999173;12.586644066892283;6.356902907330192;7.3666257227623255
0;FRANCE;2013-2014;0.25402807902099717;194.4066524016225;145.90576611485182;99.99999999999999;8.499399233282146;5.265733114517543;5.993113984448447
0;FRANCE;2014-2015;0.23661945954159158;200.74824996987346;137.45819892286926;99.99999999999999;8.2619068817431;5.06204248862595;5.807108369525775
0;FRANCE;2015-2016;0.22917727333298066;177.53748186301664;147.56097845318067;99.99999999999979;7.027655239629599;4.864595224314184;5.542340800298385
0;FRANCE;2016-2017;0.2506646382746738;196.7215855777455;120.79218630881321;99.99999999999974;8.499899863329691;5.684393795006641;6.479887699893456
0;FRANCE;2017-2018;0.23672271212849078;162.53228792282357;141.3313691228299;99.99999999999999;6.754899895663843;5.05505048286647;5.79921907256978
0;FRANCE;2018-2019;0.24325363028219116;161.01004906795248;144.6148873856211;99.99999999999999;7.150117958977497;5.206709742104417;6.020527364190454
0;FRANCE;2019-2020;0.4834914607558291;189.91881768875297;122.93534269095474;68.4228290810094;14.324650676192084;6.00211593400818;6.342531503084597
0;FRANCE;2020-2021;0.37038004366865557;79.40731888463903;174.96216310136236;99.99999999999999;5.531465784086247;8.159541009105727;9.371507434270583
0;FRANCE;2021-2022;0.3021351441975971;117.0805595226849;129.45871864328612;99.99999999999999;6.4360443223567305;6.95416546047713;7.965645385579414
0;FRANCE;2022-2023;0.27597303557112757;105.32513392658;154.03452939274885;99.99999999999999;5.201433085911562;5.84654678410756;6.6959123973205354
0;FRANCE;2023-2024;0.22807079835050434;103.58340308760226;146.06627322328765;99.99999999999993;4.570231005866792;5.261567965426898;6.507443766690251
