geo_insee;geo_name;year;rrmse;alpha;mu;sigma;d_alpha;d_mu;d_sigma
0;FRANCE;1990-1991;0.3499044780615499;32.54751461058232;160.92454388881328;99.99999999999999;2.5723012284024445;11.512270963761894;15.531750456574121
0;FRANCE;1991-1992;0.3140537322704276;42.94150432947279;240.5959877318107;99.99999999999999;2.259122373443702;6.842405783312535;7.777486724816205
0;FRANCE;1992-1993;0.2944453689354275;31.747297555311643;206.15877321082783;99.99999999999999;1.6412044359196625;6.102953766973625;7.082299599837709
0;FRANCE;1993-1994;0.3118535165005231;34.9791033334826;233.30931086412005;99.99999999999999;1.8137703174727424;6.725644119772926;7.682615898010436
0;FRANCE;1994-1995;0.33889952161046644;34.223065338755134;242.88573170838214;99.99999999999999;1.936416738990042;7.725990093529104;8.748084677276495
0;FRANCE;1995-1996;0.30847361600280376;29.44595765564259;255.33867964418636;99.99999999999999;1.5254777596354563;7.7224092638867985;8.558010351913259
0;FRANCE;1996-1997;0.3215805629090816;32.915452239055355;210.25047977841245;99.99999999999999;1.9041613832766944;6.930652486885848;7.766551563061287
0;FRANCE;1997-1998;0.33151330415248503;34.204159649299946;242.4334349641161;99.99999999999999;1.930974501887995;7.687552683603918;8.70936901666347
0;FRANCE;1998-1999;0.35483221177275975;35.81372072486522;195.5197641705841;99.99999999999999;2.262818567318161;7.373776772763324;8.535594011222818
0;FRANCE;1999-2000;0.2942480720600826;31.59233751533057;244.83294975096706;99.99999999999999;1.5671028369208317;6.85552272718012;7.7427100732843845
0;FRANCE;2000-2001;0.41741622846832394;30.229904685209668;189.05732277050726;99.99999999999999;2.1921619224264455;8.453485237926026;9.65878971151184
0;FRANCE;2001-2002;0.37113611161201604;26.7993911152431;247.44673265599906;99.99999999999999;1.6456449179724877;8.683393881397365;9.789956388417457
0;FRANCE;2002-2003;0.32902976817743235;42.365033830242666;195.3614461345103;86.70035385620413;2.1646337986886444;5.114105338870429;5.422627239341195
0;FRANCE;2003-2004;0.31807647996814814;40.60845155392063;243.7310705667133;99.99999999999999;2.0637408828367954;6.975276884962921;7.88959847366229
0;FRANCE;2004-2005;0.36768620119274814;29.44663935754993;213.82863915288436;99.99999999999999;1.9040990216197393;7.750619439602938;8.995230292623976
0;FRANCE;2005-2006;0.297596902404488;30.60804021087015;181.46861502818012;99.99999999999997;1.548921044705751;5.880834206510263;6.71511834553156
0;FRANCE;2006-2007;0.24950261709133437;38.747265321092996;216.89338330042216;91.50537900773332;1.5225843668762045;4.284282784791476;4.759940067978484
0;FRANCE;2007-2008;0.19482555993853717;36.90630570856456;201.05218608299802;99.99999999999999;1.1901471368288128;3.804274644088302;4.250187313158565
0;FRANCE;2008-2009;0.25157620134168324;39.99845799681463;215.56205187152037;99.9999999999998;1.7060548227967602;5.186466267043048;5.949954770512293
0;FRANCE;2009-2010;0.3405537482110128;38.80826908118422;214.1769773974826;99.99999999999999;2.224475688851708;6.87624422391913;7.980114726453128
0;FRANCE;2010-2011;0.2863794107491645;30.510414826692642;232.53785108148767;99.99999999999942;1.474547506853093;6.246158879576631;7.138239965452369
0;FRANCE;2011-2012;0.3485500042906042;29.111949165283864;233.6577043173841;99.99999999999999;1.7351979128219692;7.74377496098844;8.843653545203336
0;FRANCE;2012-2013;0.35042249325112124;31.734215704561826;206.85768047256778;99.99999999999999;1.964670097599031;7.447114828726965;8.420303168141688
0;FRANCE;2013-2014;0.24467527061708966;31.454970805204713;224.28745987159473;99.99999999999999;1.2906384337055623;5.021100612004195;5.721608744167945
0;FRANCE;2014-2015;0.3204401518358503;28.867746583462036;239.71596443336625;99.99999999999906;1.520775073544405;7.061701362446522;8.024482565065247
0;FRANCE;2015-2016;0.2548048789454774;36.12866786756651;222.6862499153502;99.99999999997343;1.518740135248043;5.1703927188022805;5.985155565616139
0;FRANCE;2016-2017;0.26081156535041056;26.70901559249549;231.3805524262423;95.80085255585864;1.1313270061159115;5.113428180295938;5.79353062896436
0;FRANCE;2017-2018;0.18579495189752845;25.117924588940323;213.17799120092997;99.99999999998796;0.770757348234629;3.7084718353228587;4.253717915078265
0;FRANCE;2018-2019;0.2705495891564962;27.108773269450673;222.39467681174398;99.99999999999989;1.2323361265982284;5.705792838571981;6.47746981762961
0;FRANCE;2019-2020;0.4489975581462479;13.857082841444521;150.39685549650707;65.92260311046167;0.8769294805030812;4.8125027485752945;4.8824844819352196
0;FRANCE;2020-2021;0.3270075384955295;16.601229054194743;192.17258382829328;99.99999999999997;0.9080958549882497;6.373838471317395;7.369646297343258
0;FRANCE;2021-2022;0.3018215143767993;28.848591152842793;231.15483588123817;99.99999999999885;1.4729209542114263;6.55765455503547;7.499911840326455
0;FRANCE;2022-2023;0.3219226069070306;16.603849313728247;232.08516374123204;99.99999999999999;0.8953294291928829;6.95469396829686;7.950029859373381
0;FRANCE;2023-2024;0.24096186670544562;23.08123707995914;222.4390387383208;99.0664098857203;0.9447106480914925;6.450854141422226;7.177253129727695
